Advisory,Impact,CVE,Last Updated,Version
"Cisco Adaptive Security Appliance TCP Syslog Denial of Service Vulnerability
Medium
CVE-2018-15399
2018 Oct 03 1.0",Medium,CVE-2018-15399,2018 Oct 03,1.0
"Cisco Adaptive Security Appliance IPsec VPN Denial of Service Vulnerability
Medium
CVE-2018-15397
2018 Oct 03 1.0",Medium,CVE-2018-15397,2018 Oct 03,1.0
"Cisco Adaptive Security Appliance Access Control List Bypass Vulnerability
Medium
CVE-2018-15398
2018 Oct 03 1.0",Medium,CVE-2018-15398,2018 Oct 03,1.0
"Cisco Small Business 300 Series Managed Switches Cross-Site Scripting Vulnerability
Medium
CVE-2018-0465
2018 Oct 03 1.0",Medium,CVE-2018-0465,2018 Oct 03,1.0
"Cisco IOS XE Software and Cisco ASA 5500-X Series Adaptive Security Appliance IPsec Denial of Service Vulnerability
High
CVE-2018-0472
2018 Sep 28 1.1",High,CVE-2018-0472,2018 Sep 28,1.1
"Cisco IOS XE Software Web UI Denial of Service Vulnerability
High
CVE-2018-0469
2018 Sep 26 1.0",High,CVE-2018-0469,2018 Sep 26,1.0
"Cisco IOS XE Software HTTP Denial of Service Vulnerability
High
CVE-2018-0470
2018 Sep 26 1.0",High,CVE-2018-0470,2018 Sep 26,1.0
"Cisco IOS and IOS XE Software SM-1T3/E3 Service Module Denial of Service Vulnerability
High
CVE-2018-0485
2018 Sep 26 1.0",High,CVE-2018-0485,2018 Sep 26,1.0
"Cisco IOS XE Software NAT Session Initiation Protocol Application Layer Gateway Denial of Service Vulnerability
High
CVE-2018-0476
2018 Sep 26 1.0",High,CVE-2018-0476,2018 Sep 26,1.0
"Cisco IOS and IOS XE Software OSPFv3 Denial of Service Vulnerability
High
CVE-2018-0466
2018 Sep 26 1.0",High,CVE-2018-0466,2018 Sep 26,1.0
"Cisco IOS and IOS XE Software IPv6 Hop-by-Hop Options Denial of Service Vulnerability
High
CVE-2018-0467
2018 Sep 26 1.0",High,CVE-2018-0467,2018 Sep 26,1.0
"Cisco IOS XE Software Command Injection Vulnerabilities
High
CVE-2018-0477
CVE-2018-0481
2018 Sep 26 1.0",High,"CVE-2018-0477
CVE-2018-0481",2018 Sep 26,1.0
"Cisco IOS XE Software Errdisable Denial of Service Vulnerability
High
CVE-2018-0480
2018 Sep 26 1.0",High,CVE-2018-0480,2018 Sep 26,1.0
"Cisco IOS and IOS XE Software Cluster Management Protocol Denial of Service Vulnerability
High
CVE-2018-0475
2018 Sep 26 1.0",High,CVE-2018-0475,2018 Sep 26,1.0
"Cisco IOS XE Software Cisco Discovery Protocol Memory Leak Vulnerability
High
CVE-2018-0471
2018 Sep 26 1.0",High,CVE-2018-0471,2018 Sep 26,1.0
"Cisco Webex Meetings Client for Windows Privilege Escalation Vulnerability
High
CVE-2018-0422
2018 Sep 26 1.1",High,CVE-2018-0422,2018 Sep 26,1.1
"Cisco IOS and IOS XE Software VLAN Trunking Protocol Denial of Service Vulnerability
Medium
CVE-2018-0197
2018 Sep 26 1.0",Medium,CVE-2018-0197,2018 Sep 26,1.0
"Cisco IOS and IOS XE Software TACACS+ Client Denial of Service Vulnerability
Medium
CVE-2018-15369
2018 Sep 26 1.0",Medium,CVE-2018-15369,2018 Sep 26,1.0
"Cisco IOS XE Software Shell Access Authentication Bypass Vulnerability
Medium
CVE-2018-15371
2018 Sep 26 1.0",Medium,CVE-2018-15371,2018 Sep 26,1.0
"Cisco IOS XE Software Privileged EXEC Mode Root Shell Access Vulnerability
Medium
CVE-2018-15368
2018 Sep 26 1.0",Medium,CVE-2018-15368,2018 Sep 26,1.0
"Cisco IOS and IOS XE Software Plug and Play Agent Memory Leak Vulnerability
Medium
CVE-2018-15377
2018 Sep 26 1.0",Medium,CVE-2018-15377,2018 Sep 26,1.0
"Cisco IOS XE Software MACsec MKA Using EAP-TLS Authentication Bypass Vulnerability
Medium
CVE-2018-15372
2018 Sep 26 1.0",Medium,CVE-2018-15372,2018 Sep 26,1.0
"Cisco IOS Software for Cisco 800 Series Industrial Integrated Services Routers Arbitrary Memory Write Vulnerabilities
Medium
CVE-2018-15375
CVE-2018-15376
2018 Sep 26 1.0",Medium,"CVE-2018-15375
CVE-2018-15376",2018 Sep 26,1.0
"Cisco IOS XE Software Digital Signature Verification Bypass Vulnerability
Medium
CVE-2018-15374
2018 Sep 26 1.0",Medium,CVE-2018-15374,2018 Sep 26,1.0
"Cisco IOS and IOS XE Software Cisco Discovery Protocol Denial of Service Vulnerability
Medium
CVE-2018-15373
2018 Sep 26 1.0",Medium,CVE-2018-15373,2018 Sep 26,1.0
"Cisco Catalyst 6800 Series Switches ROM Monitor Software Secure Boot Bypass Vulnerability
Medium
CVE-2018-15370
2018 Sep 26 1.0",Medium,CVE-2018-15370,2018 Sep 26,1.0
"Cisco Identity Services Engine Unauthorized Access Vulnerability
Critical
CVE-2015-6323
2018 Sep 24 1.1",Critical,CVE-2015-6323,2018 Sep 24,1.1
"Multiple Vulnerabilities in Cisco Identity Services Engine
Critical
CVE-2013-5530
CVE-2013-5531
2018 Sep 24 1.1",Critical,"CVE-2013-5530
CVE-2013-5531",2018 Sep 24,1.1
"Cisco Identity Services Engine EAP TLS Certificate Denial of Service Vulnerability
High
CVE-2018-0277
2018 Sep 24 1.2",High,CVE-2018-0277,2018 Sep 24,1.2
"Cisco Identity Services Engine Privilege Escalation Vulnerability
High
CVE-2017-12261
2018 Sep 24 1.1",High,CVE-2017-12261,2018 Sep 24,1.1
"Cisco Identity Services Engine Authentication Bypass Vulnerability
High
CVE-2017-6747
2018 Sep 24 1.1",High,CVE-2017-6747,2018 Sep 24,1.1
"Cisco Video Surveillance Manager Appliance Default Password Vulnerability
Critical
CVE-2018-15427
2018 Sep 21 1.0",Critical,CVE-2018-15427,2018 Sep 21,1.0
"Cisco IOS XE Software Static Credential Vulnerability
Critical
CVE-2018-0150
2018 Sep 19 2.0",Critical,CVE-2018-0150,2018 Sep 19,2.0
"Cisco Webex Network Recording Player Remote Code Execution Vulnerabilities
High
CVE-2018-15414
CVE-2018-15421 ...
2018 Sep 19 1.0",High,"CVE-2018-15414
CVE-2018-15421 ...",2018 Sep 19,1.0
"Apache Struts Remote Code Execution Vulnerability Affecting Cisco Products: August 2018
Critical
CVE-2018-11776
2018 Sep 17 1.12",Critical,CVE-2018-11776,2018 Sep 17,1.12
"Cisco Data Center Network Manager Path Traversal Vulnerability
High
CVE-2018-0464
2018 Sep 14 1.1",High,CVE-2018-0464,2018 Sep 14,1.1
"Cisco Webex Messenger Information Disclosure Vulnerability
Medium
CVE-2017-12286
2018 Sep 12 1.1",Medium,CVE-2017-12286,2018 Sep 12,1.1
"Cisco Umbrella Enterprise Roaming Client and Enterprise Roaming Module Privilege Escalation Vulnerability
High
CVE-2018-0437
2018 Sep 11 1.1",High,CVE-2018-0437,2018 Sep 11,1.1
"Cisco Umbrella Enterprise Roaming Client Privilege Escalation Vulnerability
High
CVE-2018-0438
2018 Sep 11 1.1",High,CVE-2018-0438,2018 Sep 11,1.1
"Cisco Email Security Appliance and Content Security Management Appliance HTTP Response Splitting Vulnerability
Medium
CVE-2017-12309
2018 Sep 10 1.1",Medium,CVE-2017-12309,2018 Sep 10,1.1
"Cisco Network Services Orchestrator Network Plug and Play Information Disclosure Vulnerability
Medium
CVE-2018-0463
2018 Sep 06 1.1",Medium,CVE-2018-0463,2018 Sep 06,1.1
"Cisco Umbrella API Unauthorized Access Vulnerability
Critical
CVE-2018-0435
2018 Sep 05 1.0",Critical,CVE-2018-0435,2018 Sep 05,1.0
"Cisco RV110W, RV130W, and RV215W Routers Management Interface Buffer Overflow Vulnerability
Critical
CVE-2018-0423
2018 Sep 05 1.0",Critical,CVE-2018-0423,2018 Sep 05,1.0
"Cisco Webex Teams Information Disclosure and Modification Vulnerability
High
CVE-2018-0436
2018 Sep 05 1.0",High,CVE-2018-0436,2018 Sep 05,1.0
"Cisco SD-WAN Solution Certificate Validation Vulnerability
High
CVE-2018-0434
2018 Sep 05 1.0",High,CVE-2018-0434,2018 Sep 05,1.0
"Cisco SD-WAN Solution Command Injection Vulnerability
High
CVE-2018-0433
2018 Sep 05 1.0",High,CVE-2018-0433,2018 Sep 05,1.0
"Cisco SD-WAN Solution Privilege Escalation Vulnerability
High
CVE-2018-0432
2018 Sep 05 1.0",High,CVE-2018-0432,2018 Sep 05,1.0
"Cisco RV110W, RV130W, and RV215W Routers Management Interface Directory Traversal Vulnerability
High
CVE-2018-0426
2018 Sep 05 1.0",High,CVE-2018-0426,2018 Sep 05,1.0
"Cisco RV110W, RV130W, and RV215W Routers Management Interface Command Injection Vulnerability
High
CVE-2018-0424
2018 Sep 05 1.0",High,CVE-2018-0424,2018 Sep 05,1.0
"Cisco RV110W, RV130W, and RV215W Routers Management Interface Information Disclosure Vulnerability
High
CVE-2018-0425
2018 Sep 05 1.0",High,CVE-2018-0425,2018 Sep 05,1.0
"Cisco Prime Access Registrar Denial of Service Vulnerability
High
CVE-2018-0421
2018 Sep 05 1.0",High,CVE-2018-0421,2018 Sep 05,1.0
"Cisco Integrated Management Controller Command Injection Vulnerability
High
CVE-2018-0430
CVE-2018-0431
2018 Sep 05 1.0",High,"CVE-2018-0430
CVE-2018-0431",2018 Sep 05,1.0
"Cisco Data Center Network Manager Privilege Escalation to Underlying Operating System Vulnerability
High
CVE-2018-0440
2018 Sep 05 1.0",High,CVE-2018-0440,2018 Sep 05,1.0
"Cisco Webex Player WRF Files Denial of Service Vulnerability
Medium
CVE-2018-0457
2018 Sep 05 1.0",Medium,CVE-2018-0457,2018 Sep 05,1.0
"Cisco Tetration Analytics Cross-Site Scripting Vulnerability
Medium
CVE-2018-0452
2018 Sep 05 1.0",Medium,CVE-2018-0452,2018 Sep 05,1.0
"Cisco Tetration Analytics Cross-Site Request Forgery Vulnerability
Medium
CVE-2018-0451
2018 Sep 05 1.0",Medium,CVE-2018-0451,2018 Sep 05,1.0
"Multiple Vulnerabilities in Cisco Packaged Contact Center Enterprise
Medium
CVE-2018-0444
CVE-2018-0445
2018 Sep 05 1.0",Medium,"CVE-2018-0444
CVE-2018-0445",2018 Sep 05,1.0
"Cisco Prime Collaboration Assurance Cross-Site Scripting Vulnerability
Medium
CVE-2018-0458
2018 Sep 05 1.0",Medium,CVE-2018-0458,2018 Sep 05,1.0
"Cisco Enterprise NFV Infrastructure Software Information Disclosure Vulnerability
Medium
CVE-2018-0460
2018 Sep 05 1.0",Medium,CVE-2018-0460,2018 Sep 05,1.0
"Cisco Enterprise NFV Infrastructure Software Denial of Service Vulnerability
Medium
CVE-2018-0462
2018 Sep 05 1.0",Medium,CVE-2018-0462,2018 Sep 05,1.0
"Cisco Enterprise NFV Infrastructure Software Denial of Service Vulnerability
Medium
CVE-2018-0459
2018 Sep 05 1.0",Medium,CVE-2018-0459,2018 Sep 05,1.0
"Cisco Meeting Server Cross-Site Request Forgery Vulnerability
Medium
CVE-2018-0439
2018 Sep 05 1.0",Medium,CVE-2018-0439,2018 Sep 05,1.0
"Cisco Data Center Network Manager Cross-Site Scripting Vulnerability
Medium
CVE-2018-0450
2018 Sep 05 1.0",Medium,CVE-2018-0450,2018 Sep 05,1.0
"Cisco Cloud Services Platform 2100 Command Injection Vulnerability
Medium
CVE-2018-0454
2018 Sep 05 1.0",Medium,CVE-2018-0454,2018 Sep 05,1.0
"Cisco Secure Access Control Server XML External Entity Injection Vulnerability
Medium
CVE-2018-0414
2018 Sep 05 1.0",Medium,CVE-2018-0414,2018 Sep 05,1.0
"Cisco Unified Communications Manager IM & Presence Service Denial of Service Vulnerability
High
CVE-2018-0409
2018 Sep 04 1.1",High,CVE-2018-0409,2018 Sep 04,1.1
"CPU Side-Channel Information Disclosure Vulnerabilities: August 2018
Medium
CVE-2018-3615
CVE-2018-3620 ...
2018 Aug 31 1.5",Medium,"CVE-2018-3615
CVE-2018-3620 ...",2018 Aug 31,1.5
"CPU Side-Channel Information Disclosure Vulnerabilities: May 2018
Medium
CVE-2018-3639
CVE-2018-3640
2018 Aug 31 1.15",Medium,"CVE-2018-3639
CVE-2018-3640",2018 Aug 31,1.15
"Cisco TelePresence IX5000 Series and TelePresence TX9000 Series Cross-Frame Scripting Vulnerability
Medium
CVE-2018-0326
2018 Aug 24 1.2",Medium,CVE-2018-0326,2018 Aug 24,1.2
"Cisco Email Security Appliance EXE File Scanning Bypass Vulnerability
Medium
CVE-2018-0419
2018 Aug 20 1.1",Medium,CVE-2018-0419,2018 Aug 20,1.1
"Cisco IP Phone 7800 Series and 8800 Series and Cisco Wireless IP Phone 8821 Denial of Service Vulnerability
Medium
CVE-2018-0325
2018 Aug 16 1.2",Medium,CVE-2018-0325,2018 Aug 16,1.2
"Vulnerability in Linux Kernel Affecting Cisco Products: October 2016
Medium
CVE-2016-5195
2018 Aug 16 1.9",Medium,CVE-2016-5195,2018 Aug 16,1.9
"Cisco Web Security Appliance Web Proxy Memory Exhaustion Denial of Service Vulnerability
High
CVE-2018-0410
2018 Aug 15 1.0",High,CVE-2018-0410,2018 Aug 15,1.0
"Cisco Web Security Appliance Privilege Escalation Vulnerability
Medium
CVE-2018-0428
2018 Aug 15 1.0",Medium,CVE-2018-0428,2018 Aug 15,1.0
"Cisco Small Business 100 Series and 300 Series Wireless Access Points Encryption Algorithm Downgrade Vulnerability
Medium
CVE-2018-0412
2018 Aug 15 1.0",Medium,CVE-2018-0412,2018 Aug 15,1.0
"Cisco Registered Envelope Service Stored Cross-Site Scripting Vulnerability
Medium
CVE-2018-0367
2018 Aug 15 1.0",Medium,CVE-2018-0367,2018 Aug 15,1.0
"Cisco Digital Network Architecture Center Command Injection Vulnerability
Medium
CVE-2018-0427
2018 Aug 15 1.0",Medium,CVE-2018-0427,2018 Aug 15,1.0
"Cisco Unified Communications Domain Manager Reflected Cross-Site Scripting Vulnerability
Medium
CVE-2018-0386
2018 Aug 15 1.0",Medium,CVE-2018-0386,2018 Aug 15,1.0
"Cisco Small Business 100 Series and 300 Series Wireless Access Points Denial of Service Vulnerability
Medium
CVE-2018-0415
2018 Aug 15 1.0",Medium,CVE-2018-0415,2018 Aug 15,1.0
"Cisco ASR 9000 Series Aggregation Services Routers Precision Time Protocol Denial of Service Vulnerability
Medium
CVE-2018-0418
2018 Aug 15 1.0",Medium,CVE-2018-0418,2018 Aug 15,1.0
"Cisco IOS and IOS XE Software Internet Key Exchange Version 1 RSA-Encrypted Nonces Vulnerability
Medium
CVE-2018-0131
2018 Aug 13 1.0",Medium,CVE-2018-0131,2018 Aug 13,1.0
"Cisco Prime Collaboration Provisioning Unauthorized Password Change Denial of Service Vulnerability
High
CVE-2018-0391
2018 Aug 01 1.0",High,CVE-2018-0391,2018 Aug 01,1.0
"Cisco Web Security Appliance Reflected and Document Object Model-Based Cross-Site Scripting Vulnerability
Medium
CVE-2018-0406
2018 Aug 01 1.0",Medium,CVE-2018-0406,2018 Aug 01,1.0
"Cisco Unified Communications Manager Reflected Cross-Site Scripting Vulnerability
Medium
CVE-2018-0411
2018 Aug 01 1.0",Medium,CVE-2018-0411,2018 Aug 01,1.0
"Cisco Small Business 300 Series Managed Switches Authenticated Reflected Cross-Site Scripting Vulnerability
Medium
CVE-2018-0408
2018 Aug 01 1.0",Medium,CVE-2018-0408,2018 Aug 01,1.0
"Cisco Small Business 300 Series Managed Switches Persistent Cross-Site Scripting Vulnerability
Medium
CVE-2018-0407
2018 Aug 01 1.0",Medium,CVE-2018-0407,2018 Aug 01,1.0
"Cisco Identity Services Engine Cross-Site Request Forgery Vulnerability
Medium
CVE-2018-0413
2018 Aug 01 1.0",Medium,CVE-2018-0413,2018 Aug 01,1.0
"Cisco AMP for Endpoints Mac Connector Software Denial of Service Vulnerability
Medium
CVE-2018-0397
2018 Aug 01 1.0",Medium,CVE-2018-0397,2018 Aug 01,1.0
"Cisco CallManager Express Unauthorized Access Vulnerability
Medium
CVE-2017-6624
2018 Jul 25 1.2",Medium,CVE-2017-6624,2018 Jul 25,1.2
"Cisco Policy Suite Policy Builder Unauthenticated Access Vulnerability
Critical
CVE-2018-0376
2018 Jul 18 1.0",Critical,CVE-2018-0376,2018 Jul 18,1.0
"Cisco Policy Suite OSGi Interface Unauthenticated Access Vulnerability
Critical
CVE-2018-0377
2018 Jul 18 1.0",Critical,CVE-2018-0377,2018 Jul 18,1.0
"Cisco Policy Suite Policy Builder Database Unauthenticated Access Vulnerability
Critical
CVE-2018-0374
2018 Jul 18 1.0",Critical,CVE-2018-0374,2018 Jul 18,1.0
"Cisco Policy Suite Cluster Manager Default Password Vulnerability
Critical
CVE-2018-0375
2018 Jul 18 1.0",Critical,CVE-2018-0375,2018 Jul 18,1.0
"Cisco Webex Network Recording Players Remote Code Execution Vulnerabilities
High
CVE-2018-0379
2018 Jul 18 1.0",High,CVE-2018-0379,2018 Jul 18,1.0
"Cisco SD-WAN Solution Arbitrary File Overwrite Vulnerability
High
CVE-2018-0349
2018 Jul 18 1.0",High,CVE-2018-0349,2018 Jul 18,1.0
"Cisco SD-WAN Solution Zero Touch Provisioning Denial of Service Vulnerability
High
CVE-2018-0346
2018 Jul 18 1.0",High,CVE-2018-0346,2018 Jul 18,1.0
"Cisco SD-WAN Solution Configuration and Management Database Remote Code Execution Vulnerability
High
CVE-2018-0345
2018 Jul 18 1.0",High,CVE-2018-0345,2018 Jul 18,1.0
"Cisco SD-WAN Solution Command Injection Vulnerability
High
CVE-2018-0351
2018 Jul 18 1.0",High,CVE-2018-0351,2018 Jul 18,1.0
"Cisco SD-WAN Solution CLI Command Injection Vulnerability
High
CVE-2018-0348
2018 Jul 18 1.0",High,CVE-2018-0348,2018 Jul 18,1.0
"Cisco SD-WAN Solution VPN Subsystem Command Injection Vulnerability
High
CVE-2018-0350
2018 Jul 18 1.0",High,CVE-2018-0350,2018 Jul 18,1.0
"Cisco SD-WAN Solution Zero Touch Provisioning Command Injection Vulnerability
High
CVE-2018-0347
2018 Jul 18 1.0",High,CVE-2018-0347,2018 Jul 18,1.0
"Cisco Nexus 9000 Series Fabric Switches Application-Centric Infrastructure Mode DHCP Version 6 Denial of Service Vulnerability
High
CVE-2018-0372
2018 Jul 18 1.0",High,CVE-2018-0372,2018 Jul 18,1.0
"Cisco Webex Teams Remote Code Execution Vulnerability
Medium
CVE-2018-0387
2018 Jul 18 1.0",Medium,CVE-2018-0387,2018 Jul 18,1.0
"Cisco Webex Network Recording Players Denial of Service Vulnerabilities
Medium
CVE-2018-0380
2018 Jul 18 1.0",Medium,CVE-2018-0380,2018 Jul 18,1.0
"Cisco Webex DOM-Based Cross-Site Scripting Vulnerability
Medium
CVE-2018-0390
2018 Jul 18 1.0",Medium,CVE-2018-0390,2018 Jul 18,1.0
"Cisco Unified Communications Manager IM And Presence Service Cross-Site Scripting Vulnerability
Medium
CVE-2018-0396
2018 Jul 18 1.0",Medium,CVE-2018-0396,2018 Jul 18,1.0
"Multiple Vulnerabilities in Cisco Unified Contact Center Express
Medium
CVE-2018-0400
CVE-2018-0401 ...
2018 Jul 18 1.0",Medium,"CVE-2018-0400
CVE-2018-0401 ...",2018 Jul 18,1.0
"Cisco SD-WAN Solution Remote Code Execution Vulnerability
Medium
CVE-2018-0343
2018 Jul 18 1.0",Medium,CVE-2018-0343,2018 Jul 18,1.0
"Cisco SD-WAN Solution Command Injection Vulnerability
Medium
CVE-2018-0344
2018 Jul 18 1.0",Medium,CVE-2018-0344,2018 Jul 18,1.0
"Cisco SD-WAN Solution Local Buffer Overflow Vulnerability
Medium
CVE-2018-0342
2018 Jul 18 1.0",Medium,CVE-2018-0342,2018 Jul 18,1.0
"Cisco Policy Suite World-Readable Sensitive Data Vulnerability
Medium
CVE-2018-0392
2018 Jul 18 1.0",Medium,CVE-2018-0392,2018 Jul 18,1.0
"Cisco Policy Suite Read-Only User Effect Change Vulnerability
Medium
CVE-2018-0393
2018 Jul 18 1.0",Medium,CVE-2018-0393,2018 Jul 18,1.0
"Multiple Vulnerabilities in Cisco Finesse
Medium
CVE-2018-0398
CVE-2018-0399
2018 Jul 18 1.0",Medium,"CVE-2018-0398
CVE-2018-0399",2018 Jul 18,1.0
"Cisco Cloud Services Platform 2100 Web Upload Function Code Injection Vulnerability
Medium
CVE-2018-0394
2018 Jul 18 1.0",Medium,CVE-2018-0394,2018 Jul 18,1.0
"Cisco FXOS and NX-OS Software Cisco Fabric Services Arbitrary Code Execution Vulnerability
Critical
CVE-2018-0304
2018 Jul 12 1.2",Critical,CVE-2018-0304,2018 Jul 12,1.2
"Cisco IP Phone 6800, 7800, and 8800 Series with Multiplatform Firmware Web UI Command Injection Vulnerability
High
CVE-2018-0341
2018 Jul 12 1.1",High,CVE-2018-0341,2018 Jul 12,1.1
"Cisco StarOS IPv4 Fragmentation Denial of Service Vulnerability
High
CVE-2018-0369
2018 Jul 11 1.0",High,CVE-2018-0369,2018 Jul 11,1.0
"Cisco Web Security Appliance Cross-Site Scripting Vulnerability
Medium
CVE-2018-0366
2018 Jul 11 1.0",Medium,CVE-2018-0366,2018 Jul 11,1.0
"Cisco FireSIGHT System Software URL-Based Access Control Policy Bypass Vulnerability
Medium
CVE-2018-0384
2018 Jul 11 1.0",Medium,CVE-2018-0384,2018 Jul 11,1.0
"Cisco FireSIGHT System Software File Policy Bypass Vulnerability
Medium
CVE-2018-0383
2018 Jul 11 1.0",Medium,CVE-2018-0383,2018 Jul 11,1.0
"Cisco Firepower System Software SSL Denial of Service Vulnerability
Medium
CVE-2018-0385
2018 Jul 11 1.0",Medium,CVE-2018-0385,2018 Jul 11,1.0
"Cisco Firepower System Software Detection Engine Denial of Service Vulnerability
Medium
CVE-2018-0370
2018 Jul 11 1.0",Medium,CVE-2018-0370,2018 Jul 11,1.0
"Cisco Digital Network Architecture Center Credential Logging Information Disclosure Vulnerability
Medium
CVE-2018-0368
2018 Jul 11 1.0",Medium,CVE-2018-0368,2018 Jul 11,1.0
"Cisco Nexus 3000 and 9000 Series CLI and Simple Network Management Protocol Polling Denial of Service Vulnerability
High
CVE-2018-0309
2018 Jul 10 1.4",High,CVE-2018-0309,2018 Jul 10,1.4
"Cisco NX-OS Software NX-API Privilege Escalation Vulnerability
High
CVE-2018-0330
2018 Jul 09 1.2",High,CVE-2018-0330,2018 Jul 09,1.2
"CPU Side-Channel Information Disclosure Vulnerabilities
Medium
CVE-2017-5715
CVE-2017-5753 ...
2018 Jul 06 1.31",Medium,"CVE-2017-5715
CVE-2017-5753 ...",2018 Jul 06,1.31
"Cisco NX-OS Software NX-API Arbitrary Code Execution Vulnerability
Critical
CVE-2018-0301
2018 Jul 05 1.1",Critical,CVE-2018-0301,2018 Jul 05,1.1
"Cisco FXOS and NX-OS Software Cisco Fabric Services Arbitrary Code Execution Vulnerability
Critical
CVE-2018-0308
2018 Jul 05 1.1",Critical,CVE-2018-0308,2018 Jul 05,1.1
"Cisco FXOS and NX-OS Software Cisco Fabric Services Arbitrary Code Execution Vulnerability
Critical
CVE-2018-0314
2018 Jul 05 1.1",Critical,CVE-2018-0314,2018 Jul 05,1.1
"Cisco FXOS and NX-OS Software Cisco Fabric Services Arbitrary Code Execution Vulnerability
Critical
CVE-2018-0312
2018 Jul 05 1.1",Critical,CVE-2018-0312,2018 Jul 05,1.1
"Cisco FXOS, NX-OS, and UCS Manager Software Cisco Discovery Protocol Denial of Service Vulnerability
High
CVE-2018-0331
2018 Jul 05 1.1",High,CVE-2018-0331,2018 Jul 05,1.1
"Cisco FXOS Software and UCS Fabric Interconnect Web UI Denial of Service Vulnerability
High
CVE-2018-0298
2018 Jul 05 1.1",High,CVE-2018-0298,2018 Jul 05,1.1
"Cisco FXOS Software and UCS Fabric Interconnect Arbitrary Code Execution Vulnerability
High
CVE-2018-0302
2018 Jul 05 1.1",High,CVE-2018-0302,2018 Jul 05,1.1
"Cisco NX-OS Software Role-Based Access Control Elevated Privileges Vulnerability
High
CVE-2018-0293
2018 Jul 05 1.1",High,CVE-2018-0293,2018 Jul 05,1.1
"Cisco FXOS and NX-OS Software Unauthorized Administrator Account Vulnerability
High
CVE-2018-0294
2018 Jul 05 1.1",High,CVE-2018-0294,2018 Jul 05,1.1
"Cisco FXOS and NX-OS Software Cisco Fabric Services Denial of Service Vulnerability
High
CVE-2018-0310
2018 Jul 05 1.1",High,CVE-2018-0310,2018 Jul 05,1.1
"Cisco NX-OS Software NX-API Arbitrary Command Execution Vulnerability
High
CVE-2018-0313
2018 Jul 05 1.1",High,CVE-2018-0313,2018 Jul 05,1.1
"Cisco FXOS and NX-OS Software Cisco Discovery Protocol Arbitrary Code Execution Vulnerability
High
CVE-2018-0303
2018 Jul 05 1.1",High,CVE-2018-0303,2018 Jul 05,1.1
"Cisco FXOS and NX-OS Software Cisco Fabric Services Denial of Service Vulnerability
High
CVE-2018-0305
2018 Jul 05 1.1",High,CVE-2018-0305,2018 Jul 05,1.1
"Cisco Firepower 4100 Series Next-Generation Firewall and Firepower 9300 Security Appliance Path Traversal Vulnerability
High
CVE-2018-0300
2018 Jul 05 1.1",High,CVE-2018-0300,2018 Jul 05,1.1
"Cisco 5000 Series Enterprise Network Compute System and Cisco UCS E-Series Servers BIOS Authentication Bypass Vulnerability
Medium
CVE-2018-0362
2018 Jul 05 1.1",Medium,CVE-2018-0362,2018 Jul 05,1.1
"Multiple Cisco Products Disk Utilization Denial of Service Vulnerability
High
CVE-2017-6779
2018 Jul 02 1.1",High,CVE-2017-6779,2018 Jul 02,1.1
"Cisco NX-OS Software Internet Group Management Protocol Snooping Remote Code Execution and Denial of Service Vulnerability
High
CVE-2018-0292
2018 Jun 22 1.1",High,CVE-2018-0292,2018 Jun 22,1.1
"Cisco Nexus 4000 Series Switch Simple Network Management Protocol Polling Denial of Service Vulnerability
High
CVE-2018-0299
2018 Jun 20 1.0",High,CVE-2018-0299,2018 Jun 20,1.0
"Cisco TelePresence Video Communication Server Expressway Denial of Service Vulnerability
Medium
CVE-2018-0358
2018 Jun 20 1.0",Medium,CVE-2018-0358,2018 Jun 20,1.0
"Cisco Unified Communications Manager IM & Presence Service CSRF Vulnerability
Medium
CVE-2018-0363
2018 Jun 20 1.0",Medium,CVE-2018-0363,2018 Jun 20,1.0
"Cisco Unified Communications Domain Manager Cross-Site Request Forgery Vulnerability
Medium
CVE-2018-0364
2018 Jun 20 1.0",Medium,CVE-2018-0364,2018 Jun 20,1.0
"Cisco NX-OS Software Role-Based Access Arbitrary Command Execution Vulnerability
Medium
CVE-2018-0337
2018 Jun 20 1.0",Medium,CVE-2018-0337,2018 Jun 20,1.0
"NVIDIA TX1 Boot ROM Vulnerability
Medium
CVE-2018-6242
2018 Jun 20 1.0",Medium,CVE-2018-6242,2018 Jun 20,1.0
"Cisco Meeting Server Web Admin Interface Denial of Service Vulnerability
Medium
CVE-2018-0371
2018 Jun 20 1.0",Medium,CVE-2018-0371,2018 Jun 20,1.0
"Cisco Firepower Management Center Cross-Site Request Forgery Vulnerability
Medium
CVE-2018-0365
2018 Jun 20 1.0",Medium,CVE-2018-0365,2018 Jun 20,1.0
"Cisco Meeting Server Session Fixation Vulnerability
Medium
CVE-2018-0359
2018 Jun 20 1.0",Medium,CVE-2018-0359,2018 Jun 20,1.0
"Cisco AnyConnect Secure Mobility Client for Windows Desktop Denial of Service Vulnerability
Medium
CVE-2018-0373
2018 Jun 20 1.0",Medium,CVE-2018-0373,2018 Jun 20,1.0
"Cisco Meeting Server Information Disclosure Vulnerability
High
CVE-2018-0263
2018 Jun 11 1.1",High,CVE-2018-0263,2018 Jun 11,1.1
"Cisco WebEx Cross-Site Scripting Vulnerability
Medium
CVE-2018-0357
2018 Jun 11 1.1",Medium,CVE-2018-0357,2018 Jun 11,1.1
